,Seller ID,Seller's Main Category,Sign-up Time,Activation Time,1st Listing,1st Salable,1st Transaction
1543,1544,Electronic,2018-09-19,2018-09-20,2018-09-20,2018-10-06,2018-10-11
1544,1545,LifeStyle,2018-09-21,2018-10-08,2018-09-28,2018-10-08,2018-10-17
1545,1546,BBFF,2018-09-24,2018-09-24,2018-09-24,2018-10-11,2018-10-13
1546,1547,BBFF,2018-03-24,2018-03-29,2018-03-29,2018-04-09,2018-04-11
1547,1548,BBFF,2018-03-24,2018-03-29,2018-04-04,2018-04-09,2018-04-11
1548,1549,LifeStyle,2018-03-28,2018-03-29,2018-04-06,2018-04-13,2018-04-13
1549,1550,Digital Service,2018-04-03,2018-04-11,2018-04-17,2018-04-19,2018-07-07
1550,1551,BBFF,2018-04-17,2018-04-23,2018-04-18,2018-05-03,2018-05-12
1551,1552,Digital Service,2018-04-23,2018-05-04,2018-05-05,2018-05-09,2018-05-10
1552,1553,BBFF,2018-05-07,2018-05-09,2018-05-22,2018-05-23,2018-06-08
1553,1554,BBFF,2018-05-09,2018-05-25,2018-05-24,2018-05-25,2018-05-25
1554,1555,BBFF,2018-05-29,2018-06-11,2018-06-09,2018-06-14,2018-06-14
1555,1556,LifeStyle,2018-06-01,2018-06-05,2018-06-15,2018-06-17,2018-06-18
1556,1557,LifeStyle,2018-06-04,2018-06-05,2018-06-09,2018-06-20,2018-09-08
1557,1558,BBFF,2018-06-11,2018-06-13,2018-06-13,2018-06-27,2018-06-30
1558,1559,BBFF,2018-06-12,2018-06-26,2018-06-25,2018-06-28,2018-06-27
1559,1560,LifeStyle,2018-06-15,2018-06-28,2018-06-22,2018-07-01,2018-08-06
1560,1561,LifeStyle,2018-06-17,2018-06-25,2018-07-02,2018-07-03,2018-07-02
1561,1562,BBFF,2018-06-18,2018-06-30,2018-07-03,2018-07-04,2018-07-04
1562,1563,BBFF,2018-06-18,2018-06-25,2018-07-03,2018-07-04,2018-07-24
1563,1564,BBFF,2018-07-10,2018-07-19,2018-07-24,2018-07-26,2018-08-04
1564,1565,Electronic,2018-07-12,2018-07-26,2018-07-27,2018-07-28,2018-08-10
1565,1566,LifeStyle,2018-07-17,2018-07-30,2018-08-01,2018-08-02,2018-08-17
1566,1567,BBFF,2018-07-30,2018-07-30,2018-08-13,2018-08-15,2018-08-20
1567,1568,BBFF,2018-08-01,2018-08-02,2018-08-15,2018-08-17,2018-08-24
1568,1569,LifeStyle,2018-08-06,2018-08-10,2018-08-18,2018-08-22,2018-08-25
1569,1570,LifeStyle,2018-08-07,2018-08-20,2018-08-22,2018-08-23,2018-09-08
1570,1571,BBFF,2018-08-07,2018-08-13,2018-08-21,2018-08-23,2018-08-24
1571,1572,LifeStyle,2018-08-07,2018-08-08,2018-08-15,2018-08-23,2018-08-23
1572,1573,BBFF,2018-08-09,2018-08-13,2018-08-24,2018-08-25,2018-09-13
1573,1574,BBFF,2018-08-09,2018-08-10,2018-08-24,2018-08-25,2018-08-25
1574,1575,BBFF,2018-08-14,2018-08-22,2018-08-24,2018-08-30,2018-09-19
1575,1576,BBFF,2018-08-14,2018-08-21,2018-08-29,2018-08-30,2018-09-03
1576,1577,BBFF,2018-08-15,2018-08-15,2018-08-30,2018-08-31,2018-09-02
1577,1578,BBFF,2018-08-16,2018-08-22,2018-08-28,2018-09-01,2018-09-22
1578,1579,BBFF,2018-08-21,2018-08-22,2018-08-31,2018-09-06,2018-10-05
1579,1580,BBFF,2018-08-28,2018-08-31,2018-09-07,2018-09-13,2018-09-15
1580,1581,LifeStyle,2018-08-28,2018-08-29,2018-09-06,2018-09-13,2018-09-13
1581,1582,BBFF,2018-08-28,2018-08-28,2018-09-12,2018-09-13,2018-09-22
1582,1583,BBFF,2018-09-04,2018-09-05,2018-09-19,2018-09-20,2018-10-18
1583,1584,BBFF,2018-09-05,2018-09-11,2018-09-19,2018-09-21,2018-09-22
1584,1585,BBFF,2018-09-05,2018-09-06,2018-09-19,2018-09-21,2018-09-21
1585,1586,LifeStyle,2018-09-10,2018-09-26,2018-09-15,2018-09-26,2018-10-16
1586,1587,BBFF,2018-09-16,2018-09-20,2018-10-02,2018-10-02,2018-10-16
1587,1588,Digital Service,2018-09-18,2018-09-26,2018-09-27,2018-10-04,2018-10-12
1588,1589,BBFF,2018-09-24,2018-09-28,2018-10-03,2018-10-10,2018-10-18
1589,1590,BBFF,2018-09-24,2018-09-26,2018-09-26,2018-10-10,2018-10-11
1590,1591,BBFF,2018-09-24,2018-09-25,2018-09-25,2018-10-10,2018-10-16
1591,1592,Electronic,2018-09-25,2018-09-28,2018-09-25,2018-10-11,2018-10-12
1592,1593,Electronic,2018-03-19,2018-03-27,2018-04-02,2018-04-03,2018-05-26
1593,1594,BBFF,2018-03-24,2018-03-29,2018-04-03,2018-04-08,2018-04-09
1594,1595,LifeStyle,2018-03-31,2018-04-11,2018-04-04,2018-04-15,2018-04-23
1595,1596,BBFF,2018-04-03,2018-04-11,2018-04-17,2018-04-18,2018-06-23
1596,1597,Electronic,2018-04-09,2018-04-20,2018-04-11,2018-04-24,2018-04-28
1597,1598,BBFF,2018-04-26,2018-04-26,2018-05-07,2018-05-11,2018-05-13
1598,1599,LifeStyle,2018-05-08,2018-05-16,2018-05-22,2018-05-23,2018-06-21
1599,1600,LifeStyle,2018-05-15,2018-05-16,2018-05-25,2018-05-30,2018-06-01
1600,1601,LifeStyle,2018-05-21,2018-05-29,2018-06-01,2018-06-05,2018-08-01
1601,1602,BBFF,2018-05-23,2018-07-31,2018-06-06,2018-06-07,2018-09-25
1602,1603,Digital Service,2018-06-13,2018-06-26,2018-06-22,2018-06-28,2018-06-28
1603,1604,LifeStyle,2018-06-20,2018-07-05,2018-06-29,2018-07-05,2018-07-09
1604,1605,BBFF,2018-06-23,2018-06-30,2018-07-07,2018-07-08,2018-07-08
1605,1606,BBFF,2018-06-26,2018-07-04,2018-07-05,2018-07-11,2018-07-11
1606,1607,BBFF,2018-06-27,2018-07-06,2018-07-09,2018-07-12,2018-07-12
1607,1608,LifeStyle,2018-06-27,2018-07-06,2018-07-11,2018-07-12,2018-08-12
1608,1609,BBFF,2018-06-29,2018-07-11,2018-07-09,2018-07-14,2018-07-19
1609,1610,Book,2018-06-29,2018-06-30,2018-07-11,2018-07-14,2018-07-19
1610,1611,BBFF,2018-07-02,2018-07-09,2018-07-17,2018-07-17,2018-08-04
1611,1612,LifeStyle,2018-07-10,2018-07-26,2018-07-18,2018-07-25,2018-07-26
1612,1613,Electronic,2018-07-18,2018-07-27,2018-07-30,2018-08-02,2018-08-08
1613,1614,Book,2018-07-19,2018-07-20,2018-07-25,2018-08-03,2018-08-04
1614,1615,LifeStyle,2018-07-26,2018-07-28,2018-08-07,2018-08-10,2018-08-14
1615,1616,Book,2018-08-02,2018-08-07,2018-08-08,2018-08-17,2018-08-18
1616,1617,LifeStyle,2018-08-07,2018-08-14,2018-08-15,2018-08-22,2018-08-29
1617,1618,BBFF,2018-08-08,2018-08-13,2018-08-22,2018-08-23,2018-08-26
1618,1619,LifeStyle,2018-08-15,2018-08-15,2018-08-29,2018-08-30,2018-09-02
1619,1620,BBFF,2018-08-16,2018-08-17,2018-08-30,2018-08-31,2018-09-01
1620,1621,BBFF,2018-08-22,2018-09-05,2018-08-31,2018-09-06,2018-09-07
1621,1622,LifeStyle,2018-08-22,2018-08-23,2018-09-05,2018-09-06,2018-09-13
1622,1623,BBFF,2018-08-29,2018-09-10,2018-09-12,2018-09-13,2018-09-18
1623,1624,LifeStyle,2018-08-29,2018-08-30,2018-09-12,2018-09-13,2018-09-13
1624,1625,BBFF,2018-09-04,2018-09-06,2018-09-18,2018-09-19,2018-09-30
1625,1626,Digital Service,2018-09-06,2018-09-13,2018-09-21,2018-09-21,2018-09-26
1626,1627,BBFF,2018-09-10,2018-09-13,2018-09-18,2018-09-25,2018-09-29
1627,1628,LifeStyle,2018-09-14,2018-09-17,2018-09-18,2018-09-29,2018-10-11
1628,1629,LifeStyle,2018-09-19,2018-09-24,2018-10-04,2018-10-04,2018-10-12
1629,1630,BBFF,2018-09-20,2018-09-20,2018-09-20,2018-10-05,2018-10-07
1630,1631,BBFF,2018-09-24,2018-09-25,2018-09-25,2018-10-09,2018-10-09
1631,1632,BBFF,2018-09-26,2018-10-09,2018-10-10,2018-10-11,2018-10-15
1632,1633,BBFF,2018-09-28,2018-09-28,2018-09-29,2018-10-13,2018-10-15
1633,1634,BBFF,2018-09-30,2018-10-04,2018-10-11,2018-10-15,2018-10-16
1634,1635,BBFF,2018-03-23,2018-03-29,2018-04-04,2018-04-06,2018-04-07
1635,1636,Electronic,2018-03-24,2018-03-30,2018-04-06,2018-04-07,2018-04-08
1636,1637,Electronic,2018-03-24,2018-03-30,2018-04-06,2018-04-07,2018-04-11
1637,1638,LifeStyle,2018-03-24,2018-03-29,2018-04-03,2018-04-07,2018-04-08
1638,1639,BBFF,2018-03-24,2018-03-28,2018-04-06,2018-04-07,2018-04-08
1639,1640,Book,2018-03-26,2018-03-26,2018-03-30,2018-04-09,2018-04-10
1640,1641,Digital Service,2018-03-28,2018-03-30,2018-04-06,2018-04-11,2018-08-17
1641,1642,LifeStyle,2018-04-04,2018-05-14,2018-04-09,2018-04-18,2018-05-15
1642,1643,BBFF,2018-04-04,2018-04-17,2018-04-17,2018-04-18,2018-04-21
1643,1644,BBFF,2018-04-06,2018-04-19,2018-04-12,2018-04-20,2018-04-20
1644,1645,Electronic,2018-04-12,2018-04-18,2018-04-24,2018-04-26,2018-05-03
1645,1646,LifeStyle,2018-04-14,2018-04-23,2018-04-24,2018-04-28,2018-09-18
1646,1647,Book,2018-04-29,2018-05-10,2018-05-03,2018-05-13,2018-05-14
1647,1648,BBFF,2018-05-16,2018-05-22,2018-05-23,2018-05-30,2018-06-05
1648,1649,BBFF,2018-05-29,2018-05-31,2018-06-10,2018-06-12,2018-06-12
1649,1650,BBFF,2018-05-31,2018-06-04,2018-06-13,2018-06-14,2018-06-13
1650,1651,BBFF,2018-06-05,2018-06-18,2018-06-18,2018-06-19,2018-06-20
1651,1652,BBFF,2018-06-06,2018-06-15,2018-06-15,2018-06-20,2018-07-05
1652,1653,LifeStyle,2018-06-07,2018-06-07,2018-06-15,2018-06-21,2018-10-06
1653,1654,LifeStyle,2018-06-08,2018-06-28,2018-06-18,2018-06-22,2018-10-04
1654,1655,BBFF,2018-06-21,2018-06-28,2018-07-02,2018-07-05,2018-07-05
1655,1656,BBFF,2018-06-27,2018-07-24,2018-07-09,2018-07-11,2018-07-25
1656,1657,BBFF,2018-07-10,2018-08-14,2018-07-20,2018-07-24,2018-09-08
1657,1658,BBFF,2018-07-12,2018-07-20,2018-07-25,2018-07-26,2018-08-04
1658,1659,Book,2018-07-14,2018-07-25,2018-07-17,2018-07-28,2018-07-28
1659,1660,BBFF,2018-07-17,2018-07-20,2018-07-30,2018-07-31,2018-07-31
1660,1661,BBFF,2018-07-26,2018-07-31,2018-08-02,2018-08-09,2018-08-09
1661,1662,BBFF,2018-07-26,2018-07-29,2018-08-02,2018-08-09,2018-08-19
1662,1663,Book,2018-08-01,2018-08-09,2018-08-08,2018-08-15,2018-08-20
1663,1664,LifeStyle,2018-08-03,2018-08-07,2018-08-10,2018-08-17,2018-09-07
1664,1665,LifeStyle,2018-08-09,2018-08-14,2018-08-20,2018-08-23,2018-08-24
1665,1666,Electronic,2018-08-11,2018-08-15,2018-08-14,2018-08-25,2018-08-26
1666,1667,LifeStyle,2018-08-15,2018-08-16,2018-08-20,2018-08-29,2018-08-30
1667,1668,BBFF,2018-08-23,2018-08-27,2018-09-06,2018-09-06,2018-09-06
1668,1669,BBFF,2018-09-01,2018-09-10,2018-09-13,2018-09-15,2018-09-18
1669,1670,Book,2018-09-11,2018-09-13,2018-09-13,2018-09-25,2018-10-02
1670,1671,Electronic,2018-09-12,2018-09-13,2018-09-20,2018-09-26,2018-09-30
1671,1672,BBFF,2018-09-13,2018-09-17,2018-09-26,2018-09-27,2018-09-29
1672,1673,BBFF,2018-09-19,2018-09-22,2018-09-25,2018-10-03,2018-10-04
1673,1674,Book,2018-09-19,2018-09-20,2018-09-27,2018-10-03,2018-10-06
1674,1675,Electronic,2018-09-27,2018-09-28,2018-10-02,2018-10-11,2018-10-12
1675,1676,LifeStyle,2018-10-03,2018-10-11,2018-10-17,2018-10-17,2018-10-18
1676,1677,Electronic,2018-03-24,2018-03-28,2018-04-05,2018-04-06,2018-04-07
1677,1678,Book,2018-03-28,2018-03-30,2018-04-04,2018-04-10,2018-04-10
1678,1679,Digital Service,2018-03-29,2018-03-30,2018-04-09,2018-04-11,2018-04-11
1679,1680,Electronic,2018-04-03,2018-04-11,2018-04-14,2018-04-16,2018-05-11
1680,1681,Book,2018-04-14,2018-04-20,2018-04-16,2018-04-27,2018-04-28
1681,1682,Book,2018-04-27,2018-05-03,2018-05-07,2018-05-10,2018-05-10
1682,1683,BBFF,2018-05-09,2018-05-11,2018-05-21,2018-05-22,2018-06-04
1683,1684,BBFF,2018-05-16,2018-05-21,2018-05-16,2018-05-29,2018-06-20
1684,1685,LifeStyle,2018-05-16,2018-05-21,2018-05-29,2018-05-29,2018-06-06
1685,1686,LifeStyle,2018-05-17,2018-05-22,2018-05-28,2018-05-30,2018-06-06
1686,1687,Digital Service,2018-05-23,2018-05-31,2018-06-01,2018-06-05,2018-06-07
1687,1688,Electronic,2018-05-25,2018-06-05,2018-06-06,2018-06-07,2018-06-20
1688,1689,Electronic,2018-05-30,2018-06-08,2018-06-04,2018-06-12,2018-06-12
1689,1690,BBFF,2018-06-01,2018-06-11,2018-06-13,2018-06-14,2018-07-14
1690,1691,Digital Service,2018-06-04,2018-06-12,2018-06-06,2018-06-17,2018-08-10
1691,1692,LifeStyle,2018-06-04,2018-06-11,2018-06-14,2018-06-17,2018-07-30
1692,1693,BBFF,2018-06-04,2018-06-08,2018-06-13,2018-06-17,2018-07-05
1693,1694,Book,2018-06-06,2018-06-14,2018-06-12,2018-06-19,2018-06-19
1694,1695,Book,2018-06-10,2018-06-18,2018-06-12,2018-06-23,2018-06-22
1695,1696,BBFF,2018-06-12,2018-06-19,2018-06-20,2018-06-25,2018-09-07
1696,1697,Electronic,2018-06-13,2018-06-25,2018-06-25,2018-06-26,2018-06-27
1697,1698,BBFF,2018-06-17,2018-06-27,2018-06-27,2018-06-30,2018-07-16
1698,1699,BBFF,2018-06-20,2018-06-29,2018-07-02,2018-07-03,2018-08-07
1699,1700,BBFF,2018-06-20,2018-06-26,2018-06-30,2018-07-03,2018-10-18
1700,1701,BBFF,2018-06-26,2018-06-29,2018-07-06,2018-07-09,2018-07-10
1701,1702,BBFF,2018-07-04,2018-07-12,2018-07-13,2018-07-17,2018-07-26
1702,1703,Book,2018-07-12,2018-07-19,2018-07-12,2018-07-25,2018-07-26
1703,1704,BBFF,2018-07-14,2018-07-24,2018-07-17,2018-07-27,2018-08-01
1704,1705,BBFF,2018-07-18,2018-07-25,2018-07-27,2018-07-31,2018-07-31
1705,1706,BBFF,2018-07-20,2018-07-26,2018-08-01,2018-08-02,2018-08-18
1706,1707,LifeStyle,2018-07-20,2018-07-25,2018-07-25,2018-08-02,2018-08-07
1707,1708,BBFF,2018-07-20,2018-07-25,2018-08-01,2018-08-02,2018-08-09
1708,1709,Book,2018-08-01,2018-08-03,2018-08-03,2018-08-14,2018-08-14
1709,1710,Electronic,2018-08-03,2018-08-07,2018-08-15,2018-08-16,2018-08-16
1710,1711,BBFF,2018-08-07,2018-08-08,2018-08-15,2018-08-20,2018-08-21
1711,1712,LifeStyle,2018-08-09,2018-08-14,2018-08-17,2018-08-22,2018-08-22
1712,1713,Electronic,2018-08-10,2018-08-13,2018-08-22,2018-08-23,2018-08-24
1713,1714,LifeStyle,2018-08-15,2018-08-29,2018-08-27,2018-08-28,2018-09-29
1714,1715,Book,2018-08-28,2018-09-04,2018-09-08,2018-09-10,2018-09-29
1715,1716,LifeStyle,2018-08-31,2018-09-13,2018-09-13,2018-09-13,2018-10-09
1716,1717,BBFF,2018-08-31,2018-09-11,2018-09-13,2018-09-13,2018-09-17
1717,1718,LifeStyle,2018-09-03,2018-09-07,2018-09-11,2018-09-16,2018-09-19
1718,1719,Book,2018-09-05,2018-09-10,2018-09-05,2018-09-18,2018-09-18
1719,1720,Electronic,2018-09-06,2018-09-18,2018-09-19,2018-09-19,2018-09-30
1720,1721,Electronic,2018-09-07,2018-09-12,2018-09-17,2018-09-20,2018-10-05
1721,1722,Digital Service,2018-09-11,2018-09-12,2018-09-19,2018-09-24,2018-10-11
1722,1723,BBFF,2018-09-13,2018-09-20,2018-09-24,2018-09-26,2018-10-04
1723,1724,LifeStyle,2018-09-18,2018-09-20,2018-09-26,2018-10-01,2018-10-08
1724,1725,LifeStyle,2018-09-20,2018-09-26,2018-10-01,2018-10-03,2018-10-17
1725,1726,Electronic,2018-09-21,2018-09-24,2018-09-27,2018-10-04,2018-10-08
1726,1727,BBFF,2018-09-25,2018-09-28,2018-10-05,2018-10-08,2018-10-09
1727,1728,BBFF,2018-09-25,2018-09-26,2018-09-26,2018-10-08,2018-10-17
1728,1729,BBFF,2018-09-27,2018-09-28,2018-09-28,2018-10-10,2018-10-10
1729,1730,BBFF,2018-03-21,2018-03-31,2018-03-30,2018-04-02,2018-03-31
1730,1731,Book,2018-03-28,2018-03-29,2018-04-06,2018-04-09,2018-04-13
1731,1732,BBFF,2018-04-06,2018-04-11,2018-04-13,2018-04-18,2018-04-20
1732,1733,LifeStyle,2018-04-22,2018-05-02,2018-05-02,2018-05-04,2018-05-24
1733,1734,Electronic,2018-04-23,2018-05-02,2018-05-04,2018-05-05,2018-05-04
1734,1735,BBFF,2018-05-02,2018-05-23,2018-05-13,2018-05-14,2018-07-01
1735,1736,BBFF,2018-05-09,2018-05-10,2018-05-14,2018-05-21,2018-05-21
1736,1737,BBFF,2018-05-11,2018-05-14,2018-05-16,2018-05-23,2018-05-25
1737,1738,Book,2018-05-17,2018-07-27,2018-05-29,2018-05-29,2018-07-27
1738,1739,BBFF,2018-05-18,2018-05-23,2018-05-30,2018-05-30,2018-06-01
1739,1740,BBFF,2018-05-18,2018-05-21,2018-05-28,2018-05-30,2018-06-06
1740,1741,Digital Service,2018-05-23,2018-05-30,2018-06-01,2018-06-04,2018-06-19
1741,1742,BBFF,2018-06-01,2018-06-04,2018-06-08,2018-06-13,2018-06-13
1742,1743,LifeStyle,2018-06-09,2018-06-13,2018-06-12,2018-06-21,2018-06-26
1743,1744,LifeStyle,2018-06-18,2018-06-25,2018-06-27,2018-06-30,2018-07-02
1744,1745,Book,2018-07-12,2018-07-20,2018-07-20,2018-07-24,2018-08-02
1745,1746,BBFF,2018-07-18,2018-07-25,2018-07-26,2018-07-30,2018-07-31
1746,1747,Book,2018-07-19,2018-07-26,2018-07-26,2018-07-31,2018-10-10
1747,1748,LifeStyle,2018-07-25,2018-07-28,2018-07-31,2018-08-06,2018-09-17
1748,1749,LifeStyle,2018-07-30,2018-08-03,2018-08-08,2018-08-11,2018-08-14
1749,1750,BBFF,2018-08-03,2018-08-27,2018-08-14,2018-08-15,2018-08-31
1750,1751,BBFF,2018-08-03,2018-08-10,2018-08-14,2018-08-15,2018-08-24
1751,1752,LifeStyle,2018-08-03,2018-08-06,2018-08-13,2018-08-15,2018-08-31
1752,1753,BBFF,2018-08-09,2018-08-16,2018-08-20,2018-08-21,2018-08-21
1753,1754,BBFF,2018-08-09,2018-08-15,2018-08-18,2018-08-21,2018-09-24
1754,1755,Digital Service,2018-08-13,2018-08-23,2018-08-24,2018-08-25,2018-08-27
1755,1756,BBFF,2018-08-13,2018-08-21,2018-08-24,2018-08-25,2018-08-27
1756,1757,Digital Service,2018-08-13,2018-08-14,2018-08-24,2018-08-25,2018-09-11
1757,1758,BBFF,2018-08-23,2018-08-23,2018-08-31,2018-09-04,2018-10-14
1758,1759,LifeStyle,2018-08-27,2018-08-28,2018-08-27,2018-09-08,2018-10-18
1759,1760,BBFF,2018-08-31,2018-09-06,2018-09-11,2018-09-12,2018-09-14
1760,1761,BBFF,2018-09-05,2018-09-11,2018-09-17,2018-09-17,2018-09-17
1761,1762,Book,2018-09-08,2018-09-11,2018-09-13,2018-09-20,2018-09-28
1762,1763,Digital Service,2018-09-14,2018-09-25,2018-09-21,2018-09-26,2018-09-26
1763,1764,BBFF,2018-09-14,2018-09-21,2018-09-25,2018-09-26,2018-09-26
1764,1765,Book,2018-09-15,2018-09-21,2018-09-26,2018-09-27,2018-09-27
1765,1766,BBFF,2018-09-17,2018-09-21,2018-09-28,2018-09-29,2018-10-03
1766,1767,LifeStyle,2018-09-17,2018-09-18,2018-09-27,2018-09-29,2018-10-08
1767,1768,Digital Service,2018-09-20,2018-09-24,2018-10-02,2018-10-02,2018-10-09
1768,1769,BBFF,2018-09-20,2018-09-21,2018-09-20,2018-10-02,2018-10-06
1769,1770,LifeStyle,2018-09-27,2018-09-28,2018-09-28,2018-10-09,2018-10-11
1770,1771,BBFF,2018-10-02,2018-10-02,2018-10-13,2018-10-14,2018-10-17
1771,1772,BBFF,2018-03-23,2018-03-29,2018-03-26,2018-04-03,2018-04-03
1772,1773,BBFF,2018-03-23,2018-03-28,2018-03-23,2018-04-03,2018-04-02
1773,1774,Digital Service,2018-03-24,2018-03-28,2018-04-03,2018-04-04,2018-05-07
1774,1775,BBFF,2018-03-26,2018-03-28,2018-04-05,2018-04-06,2018-04-07
1775,1776,Electronic,2018-04-04,2018-04-11,2018-04-14,2018-04-15,2018-04-21
1776,1777,Electronic,2018-04-10,2018-04-12,2018-04-20,2018-04-21,2018-05-11
1777,1778,LifeStyle,2018-05-05,2018-05-08,2018-05-08,2018-05-16,2018-05-18
1778,1779,BBFF,2018-05-07,2018-05-07,2018-05-15,2018-05-18,2018-05-18
1779,1780,BBFF,2018-05-14,2018-05-18,2018-05-23,2018-05-25,2018-05-28
1780,1781,Electronic,2018-05-15,2018-05-16,2018-05-25,2018-05-26,2018-05-26
1781,1782,Digital Service,2018-05-18,2018-05-25,2018-05-29,2018-05-29,2018-05-31
1782,1783,Digital Service,2018-05-24,2018-06-01,2018-05-30,2018-06-04,2018-06-08
1783,1784,BBFF,2018-06-06,2018-06-15,2018-06-14,2018-06-17,2018-06-26
1784,1785,BBFF,2018-06-08,2018-06-20,2018-06-14,2018-06-19,2018-06-22
1785,1786,BBFF,2018-06-29,2018-06-30,2018-07-09,2018-07-10,2018-07-10
1786,1787,Electronic,2018-07-11,2018-07-20,2018-07-17,2018-07-22,2018-08-05
1787,1788,LifeStyle,2018-07-12,2018-07-19,2018-07-20,2018-07-23,2018-07-27
1788,1789,LifeStyle,2018-07-16,2018-07-19,2018-07-26,2018-07-27,2018-08-02
1789,1790,BBFF,2018-07-17,2018-07-24,2018-07-26,2018-07-28,2018-08-23
1790,1791,BBFF,2018-07-24,2018-07-27,2018-08-01,2018-08-04,2018-08-03
1791,1792,LifeStyle,2018-07-24,2018-07-26,2018-08-02,2018-08-04,2018-08-04
1792,1793,BBFF,2018-07-25,2018-07-29,2018-08-01,2018-08-05,2018-08-05
1793,1794,BBFF,2018-07-26,2018-07-27,2018-08-04,2018-08-06,2018-08-06
1794,1795,LifeStyle,2018-07-30,2018-07-31,2018-08-07,2018-08-10,2018-08-10
1795,1796,BBFF,2018-08-03,2018-08-07,2018-08-11,2018-08-14,2018-08-16
1796,1797,BBFF,2018-08-06,2018-08-15,2018-08-13,2018-08-17,2018-09-25
1797,1798,BBFF,2018-08-07,2018-08-09,2018-08-16,2018-08-18,2018-08-20
1798,1799,LifeStyle,2018-08-10,2018-08-14,2018-08-20,2018-08-21,2018-08-25
1799,1800,LifeStyle,2018-08-12,2018-08-14,2018-08-20,2018-08-23,2018-08-24
1800,1801,BBFF,2018-08-13,2018-08-15,2018-08-17,2018-08-24,2018-09-15
1801,1802,LifeStyle,2018-08-20,2018-08-27,2018-08-30,2018-08-31,2018-09-25
1802,1803,BBFF,2018-08-20,2018-08-21,2018-08-30,2018-08-31,2018-08-31
1803,1804,Electronic,2018-08-27,2018-08-28,2018-09-04,2018-09-07,2018-09-04
1804,1805,LifeStyle,2018-08-28,2018-09-04,2018-09-07,2018-09-08,2018-09-11
1805,1806,Electronic,2018-09-06,2018-09-17,2018-09-08,2018-09-17,2018-09-18
1806,1807,Book,2018-09-10,2018-09-12,2018-09-18,2018-09-21,2018-09-21
1807,1808,BBFF,2018-09-17,2018-10-09,2018-09-26,2018-09-28,2018-10-10
1808,1809,LifeStyle,2018-09-18,2018-09-27,2018-09-26,2018-09-29,2018-09-30
1809,1810,BBFF,2018-09-18,2018-09-20,2018-09-26,2018-09-29,2018-10-06
1810,1811,BBFF,2018-09-18,2018-09-19,2018-09-21,2018-09-29,2018-10-01
1811,1812,Electronic,2018-09-21,2018-09-21,2018-09-21,2018-10-02,2018-10-05
1812,1813,BBFF,2018-09-25,2018-10-08,2018-10-06,2018-10-06,2018-10-09
1813,1814,BBFF,2018-09-25,2018-09-25,2018-09-25,2018-10-06,2018-10-06
1814,1815,BBFF,2018-09-27,2018-09-27,2018-10-05,2018-10-08,2018-10-12
1815,1816,BBFF,2018-09-28,2018-10-08,2018-10-09,2018-10-09,2018-10-13
1816,1817,BBFF,2018-09-29,2018-09-29,2018-10-05,2018-10-10,2018-10-11
1817,1818,Electronic,2018-03-12,2018-03-21,2018-03-21,2018-03-22,2018-08-29
1818,1819,Electronic,2018-04-09,2018-04-13,2018-04-16,2018-04-19,2018-05-02
1819,1820,LifeStyle,2018-04-30,2018-05-04,2018-05-09,2018-05-10,2018-05-16
1820,1821,LifeStyle,2018-05-02,2018-05-07,2018-05-11,2018-05-12,2018-09-01
1821,1822,BBFF,2018-05-04,2018-05-07,2018-05-08,2018-05-14,2018-06-02
1822,1823,LifeStyle,2018-05-07,2018-05-10,2018-05-16,2018-05-17,2018-05-18
1823,1824,BBFF,2018-05-14,2018-05-15,2018-05-23,2018-05-24,2018-06-09
1824,1825,Book,2018-06-01,2018-06-01,2018-06-10,2018-06-11,2018-06-24
1825,1826,BBFF,2018-06-04,2018-06-06,2018-06-12,2018-06-14,2018-07-14
1826,1827,BBFF,2018-06-19,2018-06-26,2018-06-28,2018-06-29,2018-08-30
1827,1828,LifeStyle,2018-06-25,2018-06-30,2018-07-02,2018-07-05,2018-07-19
1828,1829,BBFF,2018-07-01,2018-07-29,2018-07-11,2018-07-11,2018-08-01
1829,1830,BBFF,2018-07-02,2018-07-11,2018-07-05,2018-07-12,2018-07-13
1830,1831,LifeStyle,2018-07-09,2018-07-20,2018-07-12,2018-07-19,2018-08-23
1831,1832,Electronic,2018-07-18,2018-07-26,2018-07-26,2018-07-28,2018-07-31
1832,1833,LifeStyle,2018-07-18,2018-07-25,2018-07-25,2018-07-28,2018-08-10
1833,1834,BBFF,2018-07-28,2018-07-30,2018-08-06,2018-08-07,2018-08-08
1834,1835,BBFF,2018-07-30,2018-07-31,2018-08-08,2018-08-09,2018-08-23
1835,1836,LifeStyle,2018-08-01,2018-08-02,2018-08-09,2018-08-11,2018-08-17
1836,1837,LifeStyle,2018-08-06,2018-08-08,2018-08-08,2018-08-16,2018-08-22
1837,1838,BBFF,2018-08-06,2018-08-08,2018-08-15,2018-08-16,2018-08-17
1838,1839,Book,2018-08-08,2018-08-10,2018-08-14,2018-08-18,2018-09-12
1839,1840,LifeStyle,2018-08-08,2018-08-10,2018-08-16,2018-08-18,2018-09-23
1840,1841,LifeStyle,2018-08-13,2018-08-21,2018-08-21,2018-08-23,2018-09-25
1841,1842,BBFF,2018-08-14,2018-08-16,2018-08-22,2018-08-24,2018-09-06
1842,1843,BBFF,2018-09-04,2018-09-05,2018-09-05,2018-09-14,2018-10-05
